OBJECTID,Tract_1,CIscore,HazScore,HealthScor,SVscore,CCVscore,Shape__Are,Shape__Len
391,6037502402,12,3,4,3,2,1279387.171875000000000,4726.265984244610081
392,6037543321,10,2,4,2,2,7090594.136718750000000,11004.313695626900881
393,6037541500,15,5,3,5,2,1182883.781250000000000,4746.596349054950224
394,6037550300,12,4,4,2,2,3688624.257812500000000,8157.871517562390181
395,6037542401,12,2,3,3,4,1878610.796875000000000,5783.420516800550104
396,6037543702,10,2,4,3,1,1901434.718750000000000,5539.248214482880030
397,6037541100,13,3,4,4,2,1806428.875000000000000,5643.996504992000155
398,6037405500,11,2,3,2,4,2706231.578125000000000,7390.466854367549786
399,6037405101,9,2,2,3,2,1640868.429687500000000,5437.636999564570033
400,6037206020,16,5,4,3,4,1272134.609375000000000,4422.261309013530081
401,6037206010,19,5,5,4,5,2101193.835937500000000,7741.363725228139629
402,6037207710,17,5,5,2,5,1600719.371093750000000,6336.760837599609658
403,6037207400,19,5,5,4,5,1278454.726562500000000,5586.289968327990209
404,6037206300,19,4,5,5,5,902989.328125000000000,4849.414170421369818
405,6037208000,19,5,5,5,4,1411314.308593750000000,5245.335475360379860
406,6037208610,19,5,4,5,5,515161.179687500000000,3045.196489796579954
407,6037208620,18,5,4,4,5,476027.722656250000000,3020.620407982819870
408,6037208710,18,5,5,4,4,246121.718750000000000,2078.831499527730102
409,6037208902,20,5,5,5,5,268922.425781250000000,2084.113141617569909
410,6037602600,14,5,4,3,2,2832890.941406250000000,7776.642789598769923
411,6037219800,17,4,4,5,4,649419.835937500000000,3586.919720296190008
412,6037219010,13,2,4,4,3,644662.941406250000000,3450.947275740179975
413,6037218900,15,3,4,4,4,1025815.550781250000000,4233.556075726060044
414,6037220100,13,4,4,3,2,1431072.074218750000000,6239.002470642540175
415,6037219700,15,5,3,3,4,1592255.882812500000000,6106.819844052070039
416,6037221220,18,5,4,5,4,962433.136718750000000,3876.485064968289862
417,6037219020,15,3,4,4,4,1052937.878906250000000,4134.475001301490011
418,6037221110,17,4,4,4,5,342217.578125000000000,2549.050306785090015
419,6037221120,19,5,5,4,5,463588.367187500000000,2770.205731237920190
420,6037221302,20,5,5,5,5,677425.847656250000000,3746.255263161399853
421,6037221500,17,5,4,4,4,555690.125000000000000,3085.248752807579876
422,6037221900,19,5,5,4,5,602223.996093750000000,3908.285157427810191
423,6037221820,15,3,5,3,4,298388.144531250000000,2149.662633675140114
424,6037221810,18,5,4,4,5,443977.062500000000000,2751.662576646619982
425,6037222100,15,2,4,4,5,696402.101562500000000,3857.072703729329987
426,6037222200,16,4,4,4,4,704384.648437500000000,3873.955417217529885
427,6037222600,16,3,4,4,5,949346.722656250000000,3897.608395771960204
428,6037536103,16,5,5,4,2,1715131.675781250000000,6001.379827397850022
429,6037533002,17,3,5,5,4,709473.164062500000000,3408.411127463250068
430,6037480304,14,2,2,5,5,634927.464843750000000,3315.099368011889965
431,6037125501,13,4,3,3,3,679842.605468750000000,3402.305772878879907
432,6037125402,15,5,5,1,4,1014436.828125000000000,4087.736980324029901
433,6037123901,15,5,4,3,3,1893648.328125000000000,5542.894699813839907
434,6037121802,12,4,3,3,2,1393304.878906250000000,5502.652352632109796
435,6037121801,12,3,3,3,3,712019.625000000000000,3897.216873924110132
436,6037119202,10,2,2,4,2,1422203.570312500000000,6221.973372116140126
437,6037119201,8,1,2,3,2,1395618.507812500000000,4779.193716111370122
438,6037119002,13,3,2,4,4,2486356.539062500000000,7951.129971122490133
439,6037119001,9,2,2,3,2,1575029.277343750000000,5134.534014966439827
440,6037117202,9,2,2,2,3,2664781.679687500000000,6680.142479480679867
441,6037115404,10,5,1,3,1,1400819.828125000000000,4802.845986055759568
442,6037115403,12,5,1,4,2,1031488.781250000000000,4101.747218869149947
443,6037900803,10,1,1,3,5,3937136.992187500000000,7925.286274543390391
444,6037900805,10,1,1,3,5,3904036.550781250000000,7902.769842868179694
445,6037901007,8,1,1,2,4,7733760.230468750000000,11711.580641384000046
446,6037901101,9,1,1,2,5,7727843.093750000000000,11842.422100231899094
447,6037900501,11,2,1,4,4,4623288.226562500000000,8637.271422643940241
448,6037901004,8,1,1,2,4,19405355.328125000000000,19688.471427568398212
449,6037901102,9,1,1,3,4,7570770.375000000000000,11667.677342892400702
450,6037920015,4,1,1,1,1,8652908.199218750000000,14256.784190879099697
451,6037104401,13,4,2,4,3,1001355.421875000000000,4588.704106612240139
452,6037104620,10,3,1,4,2,779495.679687500000000,4173.368233394890012
453,6037104320,14,3,2,5,4,1778000.125000000000000,5394.185067523189900
454,6037530902,17,2,5,5,5,759827.664062500000000,4323.803927355709675
455,6037530801,16,3,5,5,3,1123538.394531250000000,5318.660410712540397
456,6037530901,16,4,5,5,2,651015.160156250000000,3213.707257206180202
457,6037531000,17,3,5,5,4,1465564.742187500000000,5808.371063345370203
458,6037531101,18,3,5,5,5,1021777.621093750000000,4532.187460825840390
459,6037531102,18,3,5,5,5,724196.609375000000000,3621.661668065609774
460,6037531201,16,2,5,5,4,809649.562500000000000,4098.357719751639706
461,6037531202,16,1,5,5,5,647914.542968750000000,3890.066500144479960
462,6037482301,14,3,4,4,3,1284112.800781250000000,6395.529435854709845
463,6037481103,14,1,5,4,4,2049966.312500000000000,6246.516607998500149
464,6037482401,12,3,3,4,2,1226071.449218750000000,4595.469217183679575
465,6037482303,15,3,4,5,3,1429169.617187500000000,5556.869840312660017
466,6037482522,12,2,5,3,2,2404684.945312500000000,7020.417490204729802
467,6037530005,14,2,5,3,4,3342585.207031250000000,11228.241640026299137
468,6037403312,12,3,5,2,2,10276698.921875000000000,14439.264075806699111
469,6037408704,13,1,3,4,5,1677661.734375000000000,6116.593094178049796
470,6037403324,6,1,3,1,1,13646749.152343800291419,17758.976381111500814
471,6037408211,14,2,4,4,4,11483222.277343800291419,15853.971838993700658
472,6037403325,7,2,3,1,1,22892296.761718798428774,29970.227453256498848
473,6037408212,14,2,5,3,4,4171880.843750000000000,8325.196697401179335
474,6037408503,8,2,3,2,1,6843281.125000000000000,13716.741386696099653
475,6037407001,11,3,3,3,2,1604538.199218750000000,5699.132322447199840
476,6037408302,11,3,5,2,1,4920838.507812500000000,11996.299951879500441
477,6037401202,9,2,3,2,2,4651107.789062500000000,9518.140952348410792
478,6037403802,10,2,2,2,4,1908582.757812500000000,5960.540233158940282
479,6037401603,11,1,4,2,4,2828549.425781250000000,6917.604433602000427
480,6037403901,10,4,2,2,2,1847359.882812500000000,6239.799803089919806
481,6037404901,9,2,2,3,2,1668751.421875000000000,5367.554237617209765
482,6037405900,11,4,1,3,3,1929056.269531250000000,5863.132092936680237
483,6037405002,9,2,2,3,2,1300769.917968750000000,4691.818606059409831
484,6037405102,14,3,2,5,4,1399945.292968750000000,5818.914499317559603
485,6037183820,18,5,5,4,4,451469.718750000000000,3839.734248383840168
486,6037185100,14,4,4,2,4,3335631.414062500000000,9358.711611772510878
487,6037185202,12,2,4,3,3,1765869.859375000000000,6361.226020543240338
488,6037185310,16,4,4,4,4,616916.960937500000000,4473.703866629180084
489,6037186100,14,3,5,2,4,1964956.542968750000000,8055.161656385869719
490,6037183220,15,3,3,4,5,783373.707031250000000,4904.659132065559788
491,6037533202,17,5,5,5,2,479232.003906250000000,3260.344182018609899
492,6037533502,17,4,5,4,4,340603.710937500000000,2375.568249421499786
493,6037533201,19,5,5,5,4,545107.492187500000000,3435.055304898430222
494,6037533503,18,5,5,5,3,254197.496093750000000,2145.384386049130171
495,6037533702,16,5,4,5,2,472697.875000000000000,2793.486312936349805
496,6037533803,18,4,5,5,4,1144925.070312500000000,5664.793626280359604
497,6037534202,17,3,5,5,4,844345.535156250000000,4219.156824319040425
498,6037534804,15,2,5,4,4,544216.800781250000000,3412.248269271120080
499,6037531602,19,4,5,5,5,652751.097656250000000,3757.916940311069993
500,6037533901,16,3,5,5,3,1113071.972656250000000,5758.505106511170197
501,6037534001,18,4,5,5,4,1140824.515625000000000,4945.085232676929991
502,6037502500,18,4,5,4,5,5576751.363281250000000,10431.235406026700730
503,6037530400,18,4,5,4,5,2237462.503906250000000,6877.793404449180343
504,6037501200,11,2,5,2,2,2070316.550781250000000,6396.690283150380310
505,6037501501,7,1,4,1,1,9121130.285156250000000,17918.118183443501039
506,6037501400,14,3,4,3,4,1570497.597656250000000,5521.215884688969709
507,6037501300,11,2,5,2,2,2923605.371093750000000,7852.723671105450194
508,6037500201,5,1,2,1,1,10522918.445312500000000,15861.010760410499643
509,6037500202,6,1,3,1,1,9262721.828125000000000,15198.981841263599563
510,6037501503,12,1,4,3,4,1172097.308593750000000,4615.728604385190010
511,6037501504,14,1,4,4,5,1087361.699218750000000,4587.737544781120050
512,6037406411,10,3,3,2,2,1089246.320312500000000,5303.793586395219791
513,6037406500,11,2,3,2,4,3003838.792968750000000,7452.417572465799822
514,6037406412,7,1,1,1,4,1782260.792968750000000,5717.661639291860411
515,6037189702,12,2,5,1,4,2133793.394531250000000,8441.618873214400082
516,6037406601,8,1,2,2,3,2875948.699218750000000,6857.838161844530077
517,6037406402,7,1,2,2,2,1428803.808593750000000,5860.239211744809836
518,6037406800,11,2,3,2,4,2547886.011718750000000,9094.893951746380480
519,6037400604,10,4,2,2,2,7073859.441406250000000,16849.748773043498659
520,6037404501,10,3,1,3,3,1175789.847656250000000,5171.445537310850341
521,6037408134,9,2,3,3,1,1290004.703125000000000,4482.227406883370350
522,6037602900,16,4,5,4,3,4073523.183593750000000,10024.623082551899643
523,6037602301,12,5,4,2,1,2591403.871093750000000,7088.736886123139811
524,6037603704,16,5,4,5,2,939466.222656250000000,3877.077671135639775
525,6037620001,10,5,3,1,1,1725839.289062500000000,5407.056684335499995
526,6037600302,13,3,5,3,2,1185468.820312500000000,4385.296173849220395
527,6037603703,12,5,4,2,1,949196.640625000000000,3998.695767877290109
528,6037603900,12,5,2,4,1,2169935.664062500000000,7802.541537276870258
529,6037603600,7,1,2,2,2,1362310.425781250000000,4817.393812387110302
530,6037106114,12,3,2,4,3,1487094.625000000000000,6355.235858818349698
531,6037222500,14,2,4,4,4,952975.636718750000000,3905.027865408930211
532,6037187300,11,4,5,1,1,1709260.695312500000000,7141.782831375830028
533,6037222700,17,5,5,3,4,1199387.792968750000000,4995.894163056899743
534,6037224010,20,5,5,5,5,1208390.933593750000000,5110.454462064220024
535,6037224020,18,3,5,5,5,1795189.261718750000000,5602.814706300179751
536,6037224410,18,4,5,4,5,655493.675781250000000,3879.113059893590162
537,6037181300,11,4,3,2,2,2103940.289062500000000,7886.803483238139961
538,6037224320,20,5,5,5,5,423155.703125000000000,3109.169235941819807
539,6037187200,16,5,4,3,4,1396212.976562500000000,5723.700347602800321
540,6037224310,20,5,5,5,5,260472.285156250000000,2487.041298335950160
541,6037115104,8,1,1,2,4,1490471.835937500000000,7499.262402557070345
542,6037113102,5,1,1,1,2,5388101.398437500000000,9214.526932220009257
543,6037113101,6,2,1,1,2,3334594.113281250000000,7833.559389358580120
544,6037111206,7,2,1,2,2,3848770.179687500000000,8883.670696813160248
545,6037109604,11,3,2,3,3,1722965.734375000000000,5296.826414046039645
546,6037109603,9,2,2,3,2,1465599.707031250000000,4954.251466699170123
547,6037106648,12,5,1,4,2,1167471.570312500000000,5037.688567384049747
548,6037106408,14,4,2,4,4,335617.539062500000000,2326.153583025649823
549,6037106407,15,3,2,5,5,339985.562500000000000,2340.694089465950128
550,6037106405,10,2,1,4,3,1717776.238281250000000,5354.698504783329554
551,6037104821,8,1,1,4,2,779584.503906250000000,4173.470302709870339
552,6037104704,11,4,1,4,2,2434680.398437500000000,6261.653328606499599
553,6037104703,13,5,1,5,2,1717635.308593750000000,5666.567031975419923
554,6037104404,11,2,2,5,2,792029.953125000000000,4037.620564428909802
555,6037104124,8,2,2,2,2,6576797.093750000000000,14469.048299813199264
556,6037900102,11,1,2,3,5,653405572.402343988418579,119304.958743673996651
557,6037910201,15,4,2,4,5,21551870.261718798428774,21360.604996347501583
558,6037910302,9,2,1,2,4,6136505.433593750000000,11278.782694531399102
559,6037910402,16,4,2,5,5,1681459.003906250000000,5352.833201959730104
560,6037910403,15,5,1,5,4,1865194.816406250000000,5943.823476768039654
561,6037910501,15,3,2,5,5,2216654.402343750000000,6208.582502632189971
562,6037910601,13,1,2,5,5,3921570.855468750000000,9981.661959873139494
563,6037910502,13,1,2,5,5,2967100.230468750000000,6961.927227856270292
564,6037910401,9,1,2,2,4,14482445.054687500000000,15535.363033941499452
565,6037910603,12,2,1,4,5,3890110.621093750000000,7869.868851941099820
566,6037531301,19,5,5,5,4,1150889.917968750000000,5609.490085562179956
567,6037531603,16,3,5,4,4,635917.609375000000000,3222.380871147429843
568,6037531701,15,1,5,4,5,927019.449218750000000,4233.164437503410227
569,6037531604,16,1,5,5,5,538178.460937500000000,2978.013916479430009
570,6037531800,15,2,5,4,4,904348.234375000000000,4804.283585181269700
571,6037531702,19,4,5,5,5,975728.777343750000000,4473.541936033139791
572,6037531902,16,2,5,5,4,1032919.441406250000000,4159.819649925109843
573,6037531901,16,1,5,5,5,1131067.996093750000000,4399.063885550420309
574,6037106643,4,1,1,1,1,6358711.195312500000000,12071.162092508899150
575,6037482600,11,1,5,3,2,4145861.277343750000000,9047.972458927839398
576,6037134306,13,5,1,3,4,909181.933593750000000,3815.194187140999929
577,6037482800,13,2,5,4,2,4625087.417968750000000,11230.041360735200215
578,6037431001,8,3,1,2,2,2575990.949218750000000,8421.889381733819391
579,6037460100,5,1,1,1,2,8313861.625000000000000,16402.976903187900461
580,6037432401,14,3,3,4,4,1528548.089843750000000,6810.534151226220274
581,6037408629,10,4,3,2,1,2558458.417968750000000,7262.270856696880401
582,6037404703,16,4,5,5,2,1916886.464843750000000,8673.880124429040734
583,6037121900,13,4,3,4,2,2468412.296875000000000,7415.593150010089630
584,6037122410,17,5,3,5,4,1034868.929687500000000,4102.831216983649938
585,6037123010,15,4,3,5,3,1487312.332031250000000,5031.352913141359750
586,6037122420,15,5,3,4,3,1264083.222656250000000,4572.552625430190346
587,6037123020,13,4,3,4,2,828087.023437500000000,3641.137942303239925
588,6037123205,16,5,3,4,4,1110404.605468750000000,4256.153651117680056
589,6037123203,16,5,3,5,3,858881.929687500000000,4708.222490951319742
590,6037123204,14,5,2,4,3,475032.453125000000000,2926.711333067310079
591,6037123520,10,3,2,3,2,749335.136718750000000,4604.009001671110127
592,6037123304,16,4,3,4,5,1287008.351562500000000,4954.525703895399602
593,6037123303,13,4,2,3,4,928560.601562500000000,4813.175753454210280
594,6037123410,16,5,2,4,5,725392.746093750000000,3504.108390162829892
595,6037123301,14,5,3,3,3,1920161.273437500000000,6529.173667917820239
596,6037900300,10,1,2,3,4,87470092.113281294703484,46389.047078216899536
597,6037301300,7,1,2,1,3,1703575.144531250000000,7279.129873430940279
598,6037301203,10,2,2,2,4,795784.730468750000000,3874.035278228459902
599,6037700400,11,3,4,1,3,1919985.703125000000000,7834.204841156260045
600,6037127220,16,4,2,5,5,954920.429687500000000,3909.093724749990088
601,6037702400,11,4,5,1,1,2928409.761718750000000,8872.795676818679567
602,6037702801,12,4,4,2,2,1743258.457031250000000,5510.911119722590229
603,6037186401,18,3,5,5,5,1408425.417968750000000,6585.075901399200120
604,6037187102,16,5,5,3,3,3185259.421875000000000,14141.199043422400791
605,6037189300,8,2,3,1,2,2787694.046875000000000,9468.555637767049120
606,6037123420,14,4,2,4,4,1153855.234375000000000,5438.597019745269790
607,6037189902,17,5,5,2,5,533398.746093750000000,3161.475797840890209
608,6037190301,18,5,5,3,5,592211.558593750000000,4441.855425085180286
609,6037190520,19,4,5,5,5,356248.261718750000000,2435.704359527119777
610,6037199700,20,5,5,5,5,1411980.304687500000000,5101.248785700339795
611,6037190902,18,4,5,4,5,711898.339843750000000,3412.671299266779897
612,6037191110,18,4,5,4,5,398984.410156250000000,2764.172018293929796
613,6037191201,18,4,5,4,5,836720.234375000000000,3667.195388192099927
614,6037191204,17,3,5,4,5,294361.882812500000000,2181.802761079470201
615,6037535804,16,3,5,4,4,715064.882812500000000,3554.995646251009930
616,6037535803,16,3,5,4,4,616384.558593750000000,3169.639341476360187
617,6037535502,15,2,5,5,3,682846.449218750000000,3339.199361305789807
618,6037535701,13,2,5,4,2,1119629.179687500000000,4592.770610783930351
619,6037535603,16,5,5,4,2,1147161.687500000000000,5620.600266961259877
620,6037535501,18,4,5,5,4,722850.082031250000000,4423.473180344120010
621,6037535503,18,5,5,5,3,464931.007812500000000,2821.038616096339865
622,6037535604,14,3,5,5,1,645404.972656250000000,3581.629113630760003
623,6037535606,14,3,4,5,2,271977.769531250000000,2759.544409332389932
624,6037535902,10,1,4,3,2,1477440.937500000000000,4967.523491586150158
625,6037535702,18,3,5,5,5,1422758.578125000000000,4972.764394598850231
626,6037535901,15,4,5,4,2,1225846.187500000000000,4855.155602932840338
627,6037551800,14,4,5,2,3,3229838.136718750000000,8625.061974980719242
628,6037501700,11,1,4,2,4,2034978.839843750000000,6283.284300210380025
629,6037190100,16,4,5,2,5,879196.796875000000000,4056.278674993549885
630,6037407200,13,4,3,3,3,2127709.656250000000000,7775.310137055439554
631,6037407701,15,4,3,4,4,1650547.191406250000000,5689.272694414289617
632,6037407702,13,4,4,3,2,2908021.390625000000000,8579.156491188919972
633,6037402101,14,3,5,4,2,1743370.210937500000000,6499.236452418529552
634,6037408135,8,1,3,3,1,1650289.777343750000000,6408.051623734710120
635,6037408133,9,1,3,4,1,1532667.566406250000000,6770.500281853110209
636,6037408202,12,4,3,3,2,15316431.222656300291419,24568.633689659898664
637,6037407002,15,3,5,4,3,4447914.652343750000000,9089.684495835610505
638,6037407102,12,3,4,3,2,1347686.917968750000000,5352.480293081759555
639,6037407302,9,1,3,3,2,1175021.800781250000000,4508.741494407810023
640,6037408301,14,4,4,4,2,3053575.621093750000000,8290.339734515739110
641,6037407301,10,2,3,3,2,1441785.816406250000000,5619.606155580569975
642,6037604100,11,3,3,4,1,1480951.335937500000000,5117.366527996649893
643,6037601502,13,2,5,5,1,716980.679687500000000,4224.517278237100072
644,6037603101,13,4,3,3,3,1286066.484375000000000,4641.200414039970383
645,6037603102,16,5,5,4,2,1084004.843750000000000,4180.755910730110372
646,6037603200,13,4,4,3,2,1647356.242187500000000,8054.467310831189934
647,6037603301,15,4,3,4,4,1418165.410156250000000,5200.396858512750441
648,6037603302,15,5,4,4,2,1657260.644531250000000,5606.577434863130293
649,6037603702,8,2,3,2,1,3802287.406250000000000,8056.379896402329905
650,6037224420,20,5,5,5,5,524261.531250000000000,3301.194132075920152
651,6037224600,16,2,5,5,4,1053895.191406250000000,4122.973282009579634
652,6037224700,15,3,5,3,4,925982.308593750000000,3980.006917237500147
653,6037226410,17,3,5,5,4,409884.542968750000000,2611.696806929279774
654,6037226420,17,3,5,5,4,623118.324218750000000,3232.350354204149880
655,6037226700,18,4,5,5,4,1141569.105468750000000,4458.398329005890446
656,6037227010,18,4,5,5,4,847927.179687500000000,4353.661960926790016
657,6037650102,9,2,5,1,1,1236521.726562500000000,4933.607336158699582
658,6037650200,10,3,5,1,1,3520394.050781250000000,11058.992823549799141
659,6037650602,12,3,3,2,4,1808412.195312500000000,6841.838654072270401
660,6037650502,6,2,2,1,1,1942045.644531250000000,5740.436535792479845
661,6037650501,8,3,3,1,1,1451861.664062500000000,4999.175089334389668
662,6037297202,12,5,1,3,3,834624.269531250000000,3663.849617016679986
663,6037297201,9,1,1,3,4,585333.660156250000000,3036.079440280960171
664,6037296902,10,2,1,3,4,712723.902343750000000,4393.583768432429679
665,6037296901,12,4,1,3,4,894980.230468750000000,4162.415672372910194
666,6037296402,7,3,1,1,2,1516911.085937500000000,6245.476124484230240
667,6037296401,6,1,1,2,2,1428463.687500000000000,5162.102444095179635
668,6037294701,17,5,3,5,4,2535169.535156250000000,7259.271115131929946
669,6037294421,14,4,3,4,3,967132.273437500000000,6038.406622414820049
670,6037294302,15,5,4,4,2,1231240.027343750000000,5373.287006735369687
671,6037102105,13,5,5,2,1,717766.394531250000000,3668.645993064720187
672,6037101122,4,1,1,1,1,3891710.941406250000000,11660.850428785899567
673,6037201602,16,5,4,3,4,1555864.480468750000000,6970.353418422129835
674,6037201601,15,5,5,3,2,792364.996093750000000,4090.258598734269981
675,6037195903,17,5,5,3,4,347785.949218750000000,2483.918229325040102
676,6037195902,15,5,5,1,4,505933.554687500000000,3023.077785515909909
677,6037195901,17,5,5,3,4,426760.339843750000000,3014.191403024180090
678,6037195804,17,5,5,3,4,490396.500000000000000,2840.819478983969930
679,6037195803,15,5,5,2,3,552602.468750000000000,3321.020538344479974
680,6037195202,11,4,4,1,2,1280400.960937500000000,5348.144645765490168
681,6037195201,10,2,3,1,4,878832.093750000000000,5070.893961513679642
682,6037910404,10,3,1,4,2,3801090.183593750000000,7666.258500097240358
683,6037910602,12,1,1,5,5,2932070.207031250000000,7883.941123197480010
684,6037910706,9,2,1,4,2,31194197.390625000000000,27488.367169549699611
685,6037910707,11,3,1,3,4,9888803.113281250000000,12982.541090582999459
686,6037269000,9,4,3,1,1,3331758.214843750000000,10937.852638124799341
687,6037269500,6,1,3,1,1,2034606.687500000000000,6532.402572871899793
688,6037269300,7,2,3,1,1,3225658.156250000000000,7474.197664559030272
689,6037269700,11,5,4,1,1,1317454.097656250000000,5434.959205526800361
690,6037269800,10,4,4,1,1,677870.605468750000000,4426.556059925699628
691,6037270100,14,5,4,2,3,836532.156250000000000,4883.757787258219651
692,6037480802,15,4,4,2,5,2512052.089843750000000,7005.846560536529978
693,6037480901,17,5,3,4,5,1393506.953125000000000,4789.431370600080299
694,6037531302,19,5,5,5,4,1289193.035156250000000,5821.819982561840334
695,6037481001,15,4,2,4,5,1534194.464843750000000,5856.292422340629855
696,6037481002,13,3,2,4,4,1362191.886718750000000,5158.014686496249851
697,6037481102,15,3,4,4,4,900880.671875000000000,4266.361955113459771
698,6037480803,12,4,3,2,3,1595550.757812500000000,5251.280396039340303
699,6037481902,18,5,5,3,5,1299493.230468750000000,6518.687409035540441
700,6037430502,5,1,1,1,2,4319152.500000000000000,9210.419420530079151
701,6037432300,13,5,1,4,3,2905091.085937500000000,7431.946468823170107
702,6037432500,11,2,1,4,4,4118704.289062500000000,9421.316322422080702
703,6037432602,11,2,3,4,2,1559827.871093750000000,5433.596792892480153
704,6037432700,16,5,3,4,4,2727215.054687500000000,8311.448292101289553
705,6037432801,18,5,3,5,5,1157820.847656250000000,4931.407948523799860
706,6037432902,13,3,4,3,3,1584001.449218750000000,5437.563703883310154
707,6037123510,12,2,2,4,4,1175306.269531250000000,4518.083279407110240
708,6037123602,11,2,2,3,4,1359563.425781250000000,5238.330068686859704
709,6037123700,9,1,2,2,4,1395203.109375000000000,4836.787206361889730
710,6037123800,10,3,3,2,2,1893146.765625000000000,6438.304512643870112
711,6037123601,9,1,2,3,3,2244907.257812500000000,6756.733048841560048
712,6037124300,13,4,2,3,4,1304731.429687500000000,4631.868806867079911
713,6037124500,8,1,2,1,4,1184167.121093750000000,5184.344413997569973
714,6037127300,16,5,3,4,4,1565540.687500000000000,5561.028220546440025
715,6037127400,16,5,3,4,4,3188389.406250000000000,9268.499671558489354
716,6037127920,10,2,2,3,3,950563.894531250000000,3899.891052277349900
717,6037127910,14,4,2,4,4,952535.707031250000000,3903.931378720460089
718,6037128210,16,5,2,5,4,805608.101562500000000,3601.659109434740003
719,6037128400,12,5,2,2,3,2524473.253906250000000,8320.862821317319685
720,6037134104,10,4,1,3,2,949686.742187500000000,3898.094871113649788
721,6037131400,11,3,1,3,4,1622923.015625000000000,5283.411946046800040
722,6037131800,15,5,2,4,4,1924059.925781250000000,5867.418722452899601
723,6037132300,15,5,2,4,4,1878025.902343750000000,5819.833726719230071
724,6037702802,10,3,4,2,1,880876.500000000000000,5674.675399068860315
725,6037702502,9,2,4,2,1,2637993.039062500000000,9550.060484759029350
726,6037702700,8,2,4,1,1,1964191.367187500000000,6488.559736958220128
727,6037702803,11,3,3,3,2,1232194.000000000000000,10072.762686272399151
728,6037127210,16,5,2,4,5,2255725.542968750000000,7254.127616222829602
729,6037181000,12,4,3,1,4,6059732.898437500000000,13889.996022146899122
730,6037191620,19,4,5,5,5,332596.335937500000000,2587.062978669629956
731,6037191720,19,5,5,4,5,386370.324218750000000,2558.925496561119871
732,6037191420,19,5,5,4,5,332087.394531250000000,2435.665498722580196
733,6037191500,18,4,5,4,5,938018.550781250000000,3806.005141724139776
734,6037191810,19,5,5,4,5,590586.503906250000000,3399.625982180610208
735,6037191410,20,5,5,5,5,455276.695312500000000,2739.994568190630162
736,6037191820,16,4,4,3,5,592181.945312500000000,3401.553051885779951
737,6037191610,17,5,5,3,4,614104.679687500000000,3467.227067788940076
738,6037192300,10,3,4,1,2,1282902.253906250000000,4599.759251962290364
739,6037194200,6,1,3,1,1,3804787.886718750000000,10726.991169016699132
740,6037201120,15,4,3,4,4,1156026.675781250000000,5093.242986758469669
741,6037201504,11,2,3,4,2,539474.222656250000000,3537.774339322339983
742,6037104103,9,2,2,3,2,1384809.710937500000000,4881.804488647149810
743,6037262301,5,1,1,2,1,19094202.800781298428774,27189.784070783698553
744,6037400304,9,1,4,2,2,4596291.535156250000000,12350.806808499299223
745,6037920326,7,1,2,2,2,100383705.562500000000000,57089.977246224203554
746,6037108104,5,1,1,1,2,1213110.187500000000000,5439.094562606050204
747,6037460800,6,1,1,2,2,9870396.828125000000000,15558.741465761300788
748,6037535802,13,1,4,4,4,1159145.734375000000000,4583.710557481999786
749,6037482521,11,1,5,4,1,2256704.046875000000000,6936.465875371190123
750,6037540101,12,3,4,3,2,1835046.960937500000000,6393.724326076329817
751,6037536102,16,4,4,4,4,4445957.316406250000000,10188.215332871499413
752,6037536000,18,4,5,5,4,1904808.535156250000000,5937.933095713719922
753,6037124201,11,3,2,2,4,1424805.937500000000000,4875.675400329119839
754,6037535605,20,5,5,5,5,684279.035156250000000,3319.886690543839904
755,6037403305,10,2,5,2,1,2151446.765625000000000,5968.857811425499676
756,6037402102,12,3,4,3,2,3351884.933593750000000,7675.411211073320374
757,6037402200,11,2,4,3,2,8255984.992187500000000,15099.134537034100504
758,6037402301,16,4,5,4,3,1957449.093750000000000,6181.710816171000261
759,6037403721,11,4,1,2,4,2764597.394531250000000,7580.735760178169585
760,6037402702,18,4,5,5,4,2189128.378906250000000,6775.647923918650122
761,6037403200,14,5,3,3,3,3528654.097656250000000,8580.229093223479140
762,6037402703,11,2,4,3,2,1573257.171875000000000,6940.295522717659878
763,6037402600,14,3,4,4,3,3333864.832031250000000,8342.406810033840884
764,6037402501,16,4,4,5,3,1484751.519531250000000,5891.108155734779757
765,6037407101,10,1,3,3,3,1652177.070312500000000,5610.450904310089754
766,6037189701,7,2,3,1,1,6361545.195312500000000,14285.148607958399225
767,6037189600,14,5,5,2,2,1584699.718750000000000,7370.951706845679837
768,6037189500,14,4,5,1,4,866626.851562500000000,4740.473857125880386
769,6037701202,6,2,2,1,1,595045.781250000000000,3365.930134493989954
770,6037700902,11,3,4,2,2,1389163.867187500000000,4760.256373011409778
771,6037311600,10,3,3,1,3,4117997.054687500000000,9152.239363637789211
772,6037700901,9,3,4,1,1,1546612.261718750000000,6968.960366669900395
773,6037189400,8,1,4,1,2,2115438.675781250000000,10477.537053219699374
774,6037702501,8,3,3,1,1,1968746.078125000000000,5906.369325578179996
775,6037106112,6,1,1,2,2,4740837.406250000000000,18363.752770109498670
776,6037555212,15,4,2,5,4,1011477.175781250000000,4321.072966853280377
777,6037555103,9,2,1,3,3,1430037.339843750000000,4904.525349390220072
778,6037555102,13,3,1,5,4,2151801.425781250000000,6114.210955161680431
779,6037541400,13,3,3,5,2,1388501.582031250000000,5677.499552033489636
780,6037555001,12,2,4,3,3,1873369.558593750000000,6401.184040318409643
